CarIdx,TeamName,Stint Start Timestamp,Stint End Timestamp,Stint Start SessionTime,Stint End SessionTime,Stint Start Lap,Stint End Lap,"Stint Duration (Time, sec)",Stint Duration (min:sec),Stint Duration (Laps)
45,Hoary Boulder,2025-05-26T21:09:27.415313,2025-05-26T22:19:51.681044,8533.883268220841,12758.183007810858,73,109,4224.265731,70:24,36
53,Koana,2025-05-26T21:09:36.679279,2025-05-26T22:19:54.266122,8543.16660155404,12760.766341144154,73,109,4217.586843,70:17,36
55,Hermes,2025-05-26T22:19:05.794184,2025-05-26T22:19:59.896847,12712.299674478192,12766.399674477405,-1,110,54.102663,0:54,111
22,Elidibus,2025-05-26T21:27:17.589234,2025-05-26T22:20:14.285713,9604.000325512894,12780.783007810529,86,115,3176.696479,52:56,29
43,Tataru,2025-05-26T22:19:29.063815,2025-05-26T22:20:25.612443,12735.549674477854,12792.116341143697,-1,110,56.548628,0:56,111
47,Branden,2025-05-26T21:10:24.947396,2025-05-26T22:20:37.951612,8591.416601553337,12804.433007810185,73,109,4213.004216,70:13,36
59,Papalymo,2025-05-26T21:11:47.620586,2025-05-26T22:20:44.096115,8674.099934885468,12810.583007810095,74,110,4136.475529,68:56,36
30,Hien,2025-05-26T21:28:24.482211,2025-05-26T22:20:48.212762,9671.166992178583,12814.699674476702,86,114,3143.730551,52:23,28
37,Yshtola Rhul,2025-05-26T21:28:45.899814,2025-05-26T22:21:10.180731,9692.366992178275,12836.683007809715,86,114,3144.280917,52:24,28
40,Thancred Waters,2025-05-26T21:28:09.690741,2025-05-26T22:21:17.879377,9656.116992178802,12844.383007809603,86,114,3188.188636,53:08,28
42,Luna,2025-05-26T21:10:55.630845,2025-05-26T22:21:26.595250,8622.11660155289,12853.099674476143,73,109,4230.964405,70:30,36
23,Ameliance,2025-05-26T21:28:13.282721,2025-05-26T22:21:33.742713,9659.750325512083,12860.233007809373,86,114,3200.459992,53:20,28
57,Julyan Manderville,2025-05-26T21:10:11.097474,2025-05-26T22:21:36.315369,8577.566601553539,12862.816341142669,73,109,4285.217895,71:25,36
27,Ryne,2025-05-26T22:10:01.338969,2025-05-26T22:21:47.488998,12167.916731769677,12873.983007809173,112,117,706.150029,11:46,5
19,Gaius,2025-05-26T21:55:40.577850,2025-05-26T22:21:50.069726,11307.11614581251,12876.566341142468,104,117,1569.491876,26:09,13
41,Pele,2025-05-26T21:11:06.873677,2025-05-26T22:21:52.135820,8633.39993488606,12878.633007809105,73,109,4245.262143,70:45,36
49,Cirina Mol,2025-05-26T21:11:29.794016,2025-05-26T22:22:52.431308,8656.28326821906,12938.933007808228,73,109,4282.637292,71:22,36
59,Papalymo,2025-05-26T22:22:12.081059,2025-05-26T22:23:08.818957,12898.583007808815,12955.299674474656,-1,110,56.737898,0:56,111
33,Wuk Lamat,2025-05-26T22:12:47.729052,2025-05-26T22:23:13.464498,12334.566666666444,12959.949674474588,111,116,625.735446,10:25,5
50,Yugiri,2025-05-26T21:13:23.378915,2025-05-26T22:24:00.034976,8769.86660155074,13006.533007807244,74,110,4236.656061,70:36,36
58,Lyse,2025-05-26T21:30:46.640261,2025-05-26T22:41:08.658167,9813.250390624893,14035.166341125609,82,118,4222.017906,70:22,36
54,Meteion,2025-05-26T21:31:45.263820,2025-05-26T22:42:08.608026,9872.26634114567,14095.09967445807,82,118,4223.344206,70:23,36
8,Nashu Mhakaracca,2025-05-26T21:34:38.698354,2025-05-26T22:42:47.007301,10045.13281249754,14133.516341124177,91,127,4088.308947,68:08,36
17,Sadu Dotharl,2025-05-26T21:53:13.391218,2025-05-26T22:57:19.405231,11159.882812481319,15005.916536446759,103,138,3846.014013,64:06,35
2,Iryq,2025-05-26T21:53:44.125854,2025-05-26T22:57:46.054113,11190.716145814204,15032.566536446371,103,139,3841.928259,64:01,36
1,Celestia Astraethi,2025-05-26T21:53:50.744723,2025-05-26T22:57:56.322232,11197.16614581411,15042.833203112888,103,139,3845.577509,64:05,36
13,Krile Maya Baldesion,2025-05-26T21:53:47.153952,2025-05-26T22:57:57.371950,11193.682812480827,15043.883203112873,103,138,3850.217998,64:10,35
7,Hildibrand Manderville,2025-05-26T21:53:54.826928,2025-05-26T22:58:15.289366,11201.332812480716,15061.79986977928,103,138,3860.462438,64:20,35
4,Alisaie  Leveilleur ,2025-05-26T21:54:35.229665,2025-05-26T22:58:30.119791,11241.732812480128,15076.61653644573,103,138,3834.890126,63:54,35
12,Puddingway,2025-05-26T21:54:31.649771,2025-05-26T22:58:45.424926,11238.166145813513,15091.966536445507,103,138,3853.775155,64:13,35
18,Magnai Oronir,2025-05-26T21:54:43.416337,2025-05-26T22:58:48.521469,11249.899479146676,15095.049869778795,103,138,3845.105132,64:05,35
6,Urianger Augurelt,2025-05-26T21:54:57.660667,2025-05-26T22:58:59.319915,11264.166145813135,15105.833203111972,104,139,3841.659248,64:01,35
11,Livingway,2025-05-26T21:55:08.886985,2025-05-26T22:59:16.210589,11275.382812479638,15122.71653644506,104,139,3847.323604,64:07,35
16,Cylva,2025-05-26T21:54:40.354310,2025-05-26T22:59:33.577198,11246.84947914672,15139.966536444808,103,138,3893.222888,64:53,35
3,Alphinaud Leveilleur ,2025-05-26T21:55:10.919691,2025-05-26T22:59:40.259926,11277.416145812942,15146.816536444709,103,138,3869.340235,64:29,35
14,Erenville,2025-05-26T21:56:31.702131,2025-05-26T23:01:37.171271,11358.1994791451,15263.683203109675,104,139,3905.46914,65:05,35
38,Estinein,2025-05-26T22:13:18.336235,2025-05-26T23:01:48.420732,12364.833072916295,15274.916536442845,113,140,2910.084497,48:30,27
25,Jadato,2025-05-26T22:13:56.080870,2025-05-26T23:06:59.532632,12402.56640624908,15586.033203104984,113,141,3183.451762,53:03,28
44,Minfilia,2025-05-26T21:58:42.835561,2025-05-26T23:08:53.036587,11489.332812476525,15699.549869769999,99,135,4210.201026,70:10,36
32,Lamitt,2025-05-26T22:15:24.999604,2025-05-26T23:08:54.603603,12491.516406247785,15701.116536436642,112,140,3209.603999,53:29,28
39,Graha,2025-05-26T22:16:54.480173,2025-05-26T23:09:44.189214,12580.966406246484,15750.76653643592,114,142,3169.709041,52:49,28
34,Sphene,2025-05-26T22:17:42.884641,2025-05-26T23:10:34.297781,12628.999934895779,15800.766536435192,114,142,3171.41314,52:51,28
28,Gaia,2025-05-26T22:17:46.431765,2025-05-26T23:10:38.901364,12632.516601562394,15805.399869768458,114,143,3172.469599,52:52,29
26,Liokki,2025-05-26T22:17:22.461959,2025-05-26T23:10:40.969422,12608.94973957941,15807.466536435095,114,143,3198.507463,53:18,29
31,Renda-Rae,2025-05-26T22:19:54.794674,2025-05-26T23:12:19.233624,12761.29967447748,15905.749869766998,115,143,3144.43895,52:24,28
36,Enkidu,2025-05-26T22:19:34.212986,2025-05-26T23:12:20.286747,12740.699674477779,15906.799869766983,115,143,3166.073761,52:46,28
29,Gosetsu,2025-05-26T22:19:25.444044,2025-05-26T23:12:24.900260,12731.93300781124,15911.416536433582,115,143,3179.456216,52:59,28
21,Venat,2025-05-26T22:19:41.410663,2025-05-26T23:12:47.986472,12747.91634114434,15934.49986976658,115,143,3186.575809,53:06,28
35,Greg,2025-05-26T22:19:31.643102,2025-05-26T23:13:06.435682,12738.13300781115,15952.949869766311,115,143,3214.79258,53:34,28
22,Elidibus,2025-05-26T22:20:29.729475,2025-05-26T23:13:25.385965,12796.233007810304,15971.899869766035,115,144,3175.65649,52:55,29
23,Ameliance,2025-05-26T22:21:48.536243,2025-05-26T23:13:57.219052,12875.033007809157,16003.733203098906,115,143,3128.682809,52:08,28
27,Ryne,2025-05-26T22:22:07.985122,2025-05-26T23:14:48.965517,12894.483007808874,16055.433203098153,118,147,3160.980395,52:40,29
37,Yshtola Rhul,2025-05-26T22:21:24.548043,2025-05-26T23:14:56.667306,12851.049674476173,16063.23320309804,115,143,3212.119263,53:32,28
30,Hien,2025-05-26T22:21:04.564412,2025-05-26T23:15:01.266506,12831.06634114313,16067.79986976464,115,144,3236.702094,53:56,29
40,Thancred Waters,2025-05-26T22:21:33.766019,2025-05-26T23:15:21.768041,12860.233007809373,16088.299869764342,115,143,3228.002022,53:48,28
55,Hermes,2025-05-26T22:20:28.713889,2025-05-26T23:30:59.083978,12795.216341143652,17025.599869750702,110,146,4230.370089,70:30,36
45,Hoary Boulder,2025-05-26T22:19:59.393339,2025-05-26T23:31:10.899710,12765.899674477412,17037.416536417197,110,147,4271.506371,71:11,37
51,Feo Ul,2025-05-26T22:19:29.063834,2025-05-26T23:31:10.921134,12735.549674477854,17037.416536417197,110,147,4301.8573,71:41,37
53,Koana,2025-05-26T22:20:02.979533,2025-05-26T23:31:19.678562,12769.483007810693,17046.199869750402,110,146,4276.699029,71:16,36
43,Tataru,2025-05-26T22:20:52.293036,2025-05-26T23:31:40.714686,12818.76634114331,17067.23320308343,110,146,4248.42165,70:48,36
6,Urianger Augurelt,2025-05-26T22:59:08.538070,2025-05-26T23:31:51.548623,15115.049869778504,17078.066536416605,140,157,1963.010553,32:43,17
17,Sadu Dotharl,2025-05-26T22:57:26.070555,2025-05-26T23:31:52.080280,15012.583203113329,17078.59986974993,139,157,2066.009725,34:26,18
25,Jadato,2025-05-26T23:07:11.853834,2025-05-26T23:31:52.612790,15598.349869771471,17079.133203083256,142,154,1480.758956,24:40,12
36,Enkidu,2025-05-26T23:12:32.616114,2025-05-26T23:31:53.148926,15919.133203100137,17079.666536416582,144,153,1160.532812,19:20,9
31,Renda-Rae,2025-05-26T23:12:33.135084,2025-05-26T23:31:54.196969,15919.649869766796,17080.716536416567,144,153,1161.061885,19:21,9
29,Gosetsu,2025-05-26T23:12:37.751644,2025-05-26T23:31:54.730832,15924.266536433395,17081.249869749892,144,153,1156.979188,19:16,9
26,Liokki,2025-05-26T23:10:53.788887,2025-05-26T23:31:55.264151,15820.283203101575,17081.783203083218,143,153,1261.475264,21:01,10
32,Lamitt,2025-05-26T23:09:08.452199,2025-05-26T23:31:56.304737,15714.966536436441,17082.816536416536,141,152,1367.852538,22:47,11
28,Gaia,2025-05-26T23:10:54.816813,2025-05-26T23:31:56.832658,15821.316536434893,17083.34986974986,143,153,1262.015845,21:02,10
21,Venat,2025-05-26T23:13:03.883605,2025-05-26T23:31:57.364543,15950.399869766348,17083.86653641652,144,153,1133.480938,18:53,9
27,Ryne,2025-05-26T23:15:00.253752,2025-05-26T23:31:58.412876,16066.783203097988,17084.933203083172,147,155,1018.159124,16:58,8
11,Livingway,2025-05-26T22:59:27.426418,2025-05-26T23:31:58.948941,15133.916536444896,17085.466536416498,140,157,1951.522523,32:31,17
8,Nashu Mhakaracca,2025-05-26T22:42:54.693146,2025-05-26T23:32:00.498653,14141.199674457399,17087.016536416475,128,153,2945.805507,49:05,25
34,Sphene,2025-05-26T23:10:50.202588,2025-05-26T23:32:01.030311,15816.699869768294,17087.5498697498,143,153,1270.827723,21:10,10
39,Graha,2025-05-26T23:09:49.302302,2025-05-26T23:32:01.562647,15755.79986976918,17088.083203083126,143,154,1332.260345,22:12,11
35,Greg,2025-05-26T23:13:19.733728,2025-05-26T23:32:02.099396,15966.249869766118,17088.61653641645,144,153,1122.365668,18:42,9
52,Bakool Ja Ja,2025-05-26T22:19:44.497143,2025-05-26T23:32:02.119465,12750.999674477629,17088.61653641645,110,146,4337.622322,72:17,36
47,Branden,2025-05-26T22:20:43.595042,2025-05-26T23:32:02.649876,12810.083007810103,17089.166536416444,110,146,4279.054834,71:19,36
37,Yshtola Rhul,2025-05-26T23:15:11.000449,2025-05-26T23:32:03.683027,16077.533203097832,17090.199869749762,144,152,1012.682578,16:52,8
2,Iryq,2025-05-26T22:57:57.371929,2025-05-26T23:32:04.216004,15043.883203112873,17090.733203083088,139,157,2046.844075,34:06,18
16,Cylva,2025-05-26T22:59:40.792207,2025-05-26T23:32:05.264338,15147.383203111367,17091.783203083072,139,156,1944.472131,32:24,17
44,Minfilia,2025-05-26T23:09:00.253016,2025-05-26T23:32:05.801729,15706.76653643656,17092.316536416398,136,147,1385.548713,23:05,11
49,Cirina Mol,2025-05-26T22:23:01.183319,2025-05-26T23:32:06.849586,12947.6830078081,17093.366536416383,110,146,4145.666267,69:05,36
30,Hien,2025-05-26T23:15:17.650695,2025-05-26T23:32:07.897055,16084.183203097735,17094.416536416367,144,152,1010.24636,16:50,8
13,Krile Maya Baldesion,2025-05-26T22:58:04.071696,2025-05-26T23:32:08.946587,15050.583203112776,17095.466536416352,139,157,2044.874891,34:04,18
3,Alphinaud Leveilleur ,2025-05-26T22:59:50.445100,2025-05-26T23:32:09.980526,15156.866536444562,17096.49986974967,139,156,1939.535426,32:19,17
1,Celestia Astraethi,2025-05-26T22:58:05.603827,2025-05-26T23:32:10.512637,15052.116536446087,17097.033203082996,139,157,2044.90881,34:04,18
58,Lyse,2025-05-26T22:41:37.875390,2025-05-26T23:32:11.049064,14064.38300779185,17097.56653641632,119,145,3033.173674,50:33,26
22,Elidibus,2025-05-26T23:13:40.299509,2025-05-26T23:32:12.101176,15986.816536432485,17098.616536416306,144,153,1111.801667,18:31,9
59,Papalymo,2025-05-26T22:23:30.834344,2025-05-26T23:32:13.663481,12977.316341141002,17100.18320308295,111,147,4122.829137,68:42,36
7,Hildibrand Manderville,2025-05-26T22:58:22.986691,2025-05-26T23:32:14.199765,15069.599869779166,17100.716536416276,139,157,2031.213074,33:51,18
40,Thancred Waters,2025-05-26T23:15:40.141925,2025-05-26T23:32:15.232822,16106.666536430741,17101.749869749594,144,152,995.090897,16:35,8
4,Alisaie  Leveilleur ,2025-05-26T22:58:36.286762,2025-05-26T23:32:16.267010,15082.699869778975,17102.783203082912,139,157,2019.980248,33:39,18
14,Erenville,2025-05-26T23:02:05.303762,2025-05-26T23:32:16.800930,15291.799869775932,17103.316536416238,140,156,1811.497168,30:11,16
54,Meteion,2025-05-26T22:42:18.852609,2025-05-26T23:32:17.329167,14105.366341124587,17103.849869749563,119,145,2998.476558,49:58,26
23,Ameliance,2025-05-26T23:14:12.115701,2025-05-26T23:32:19.396460,16018.633203098689,17105.9165364162,144,153,1087.280759,18:07,9
12,Puddingway,2025-05-26T22:58:53.670263,2025-05-26T23:32:19.929859,15100.183203112054,17106.449869749526,139,157,2006.259596,33:26,18
18,Magnai Oronir,2025-05-26T22:58:57.776994,2025-05-26T23:32:23.529291,15104.283203111994,17110.049869749473,139,157,2005.752297,33:25,18
42,Luna,2025-05-26T22:21:33.238581,2025-05-26T23:33:00.899236,12859.73300780938,17147.416536415596,110,146,4287.660655,71:27,36
41,Pele,2025-05-26T22:21:58.798376,2025-05-26T23:33:13.181437,12885.299674475675,17159.69986974875,110,146,4274.383061,71:14,36
57,Julyan Manderville,2025-05-26T22:21:44.462138,2025-05-26T23:34:01.279323,12870.999674475883,17207.79986974805,110,146,4336.817185,72:16,36
19,Gaius,2025-05-26T22:22:05.963148,2025-05-26T23:34:48.378577,12892.466341142237,17254.899869747365,118,155,4362.415429,72:42,37
60,Pace Car,2025-05-26T18:53:36.368703,2025-05-26T23:35:18.146034,382.81666666838606,17284.6665364136,0,0,16901.777331,281:41,0
50,Yugiri,2025-05-26T22:24:08.695267,2025-05-26T23:36:03.213834,13015.199674473784,17329.73320307961,111,147,4314.518567,71:54,36
19,Gaius,2025-05-26T23:34:55.579244,2025-05-26T23:36:49.181084,17262.09986974726,17375.699869745607,156,156,113.60184,1:53,0
25,Jadato,2025-05-26T23:32:35.298511,2025-05-26T23:36:49.715897,17121.81653641597,17376.233203078933,155,156,254.417386,4:14,1
31,Renda-Rae,2025-05-26T23:32:38.882460,2025-05-26T23:37:04.080967,17125.39986974925,17390.59986974539,154,155,265.198507,4:25,1
27,Ryne,2025-05-26T23:32:45.547615,2025-05-26T23:37:10.230300,17132.06653641582,17396.7498697453,156,157,264.682685,4:24,1
47,Branden,2025-05-26T23:32:36.329774,2025-05-26T23:39:05.173663,17122.849869749287,17511.69986974363,147,149,388.843889,6:28,2
27,Ryne,2025-05-26T23:37:35.845875,2025-05-26T23:41:07.696311,17422.366536411595,17634.216536408512,158,159,211.850436,3:31,1
38,Estinein,2025-05-26T23:02:51.822959,2025-05-26T23:41:08.745525,15338.299869775256,17635.266536408497,141,161,2296.922566,38:16,20
55,Hermes,2025-05-26T23:31:27.880775,2025-05-26T23:48:41.749838,17054.399869750283,18088.28463541229,147,155,1033.869063,17:13,8
30,Hien,2025-05-26T23:32:46.063012,2025-05-27T00:10:20.954343,17132.58320308248,19387.467968726716,153,173,2254.891331,37:34,20
36,Enkidu,2025-05-26T23:32:40.429540,2025-05-27T00:20:16.420060,17126.949869749227,19982.951302051384,154,180,2855.99052,47:35,26
26,Liokki,2025-05-26T23:32:41.462535,2025-05-27T00:20:16.951312,17127.983203082546,19983.48463538471,154,180,2855.488777,47:35,26
32,Lamitt,2025-05-26T23:32:42.495761,2025-05-27T00:20:17.485247,17129.016536415864,19984.017968718035,153,179,2854.989486,47:34,26
29,Gosetsu,2025-05-26T23:32:42.495731,2025-05-27T00:20:22.119395,17129.016536415864,19988.6513020513,154,180,2859.623664,47:39,26
21,Venat,2025-05-26T23:32:44.014507,2025-05-27T00:20:22.652691,17130.53320308251,19989.184635384627,154,180,2858.638184,47:38,26
39,Graha,2025-05-26T23:32:47.079072,2025-05-27T00:20:33.914922,17133.59986974913,20000.45130205113,155,181,2866.83585,47:46,26
28,Gaia,2025-05-26T23:32:45.045800,2025-05-27T00:20:35.985859,17131.566536415827,20002.5013020511,154,180,2870.940059,47:50,26
34,Sphene,2025-05-26T23:32:47.597223,2025-05-27T00:20:40.104991,17134.11653641579,20006.634635384373,154,180,2872.507768,47:52,26
22,Elidibus,2025-05-26T23:32:55.280870,2025-05-27T00:20:40.639008,17141.79986974901,20007.1679687177,154,180,2865.358138,47:45,26
23,Ameliance,2025-05-26T23:33:01.933700,2025-05-27T00:20:43.219104,17148.449869748914,20009.751302050994,154,180,2861.285404,47:41,26
40,Thancred Waters,2025-05-26T23:32:59.365426,2025-05-27T00:20:44.268834,17145.883203082285,20010.80130205098,153,179,2864.903408,47:44,26
37,Yshtola Rhul,2025-05-26T23:32:49.663102,2025-05-27T00:20:45.320461,17136.183203082426,20011.851302050964,153,179,2875.657359,47:55,26
45,Hoary Boulder,2025-05-26T23:31:18.131285,2025-05-27T00:21:50.801319,17044.649869750425,20077.334635383344,147,173,3032.670034,50:32,26
35,Greg,2025-05-26T23:32:48.632834,2025-05-27T00:22:24.520893,17135.149869749108,20111.05130204952,154,181,2975.888059,49:35,27
31,Renda-Rae,2025-05-26T23:38:44.287001,2025-05-27T00:25:18.751905,17490.783203077266,20285.284635380318,156,182,2794.464904,46:34,26
25,Jadato,2025-05-26T23:39:00.113736,2025-05-27T00:25:47.817556,17506.61653641037,20314.35130204656,157,183,2807.70382,46:47,26
27,Ryne,2025-05-26T23:41:33.910035,2025-05-27T00:28:04.229775,17660.433203074797,20450.767968711243,160,186,2790.31974,46:30,26
38,Estinein,2025-05-26T23:42:01.473588,2025-05-27T00:28:44.540523,17687.949869741064,20491.067968710657,162,188,2803.066935,46:43,26
6,Urianger Augurelt,2025-05-26T23:32:39.913754,2025-05-27T00:33:29.248718,17126.433203082568,20775.78463537318,158,192,3649.334964,60:49,34
17,Sadu Dotharl,2025-05-26T23:32:43.497762,2025-05-27T00:33:37.446667,17130.01653641585,20783.967968706394,158,192,3653.948905,60:53,34
11,Livingway,2025-05-26T23:32:49.147357,2025-05-27T00:33:55.809357,17135.666536415767,20802.317968706127,158,192,3666.662,61:06,34
2,Iryq,2025-05-26T23:32:53.240360,2025-05-27T00:33:57.866077,17139.74986974904,20804.384635372764,158,192,3664.625717,61:04,34
3,Alphinaud Leveilleur ,2025-05-26T23:32:56.812542,2025-05-27T00:33:59.416497,17143.333203082322,20805.93463537274,157,191,3662.603955,61:02,34
16,Cylva,2025-05-26T23:32:56.298920,2025-05-27T00:33:59.948811,17142.816536415663,20806.467968706067,157,191,3663.649891,61:03,34
1,Celestia Astraethi,2025-05-26T23:32:59.881002,2025-05-27T00:34:02.015358,17146.399869748944,20808.534635372704,158,192,3662.134356,61:02,34
7,Hildibrand Manderville,2025-05-26T23:33:03.480066,2025-05-27T00:34:08.170230,17149.99986974889,20814.684635372614,158,192,3664.690164,61:04,34
13,Krile Maya Baldesion,2025-05-26T23:33:02.448779,2025-05-27T00:34:09.198437,17148.966536415574,20815.717968705932,158,192,3666.749658,61:06,34
12,Puddingway,2025-05-26T23:33:10.113146,2025-05-27T00:34:10.247055,17156.63320308213,20816.767968705917,158,192,3660.133909,61:00,34
4,Alisaie  Leveilleur ,2025-05-26T23:33:06.545867,2025-05-27T00:34:11.297876,17153.066536415514,20817.817968705902,158,192,3664.752009,61:04,34
18,Magnai Oronir,2025-05-26T23:33:11.663250,2025-05-27T00:34:13.898037,17158.183203082106,20820.417968705864,158,192,3662.234787,61:02,34
14,Erenville,2025-05-26T23:33:06.029666,2025-05-27T00:34:17.498292,17152.549869748855,20824.01796870581,157,191,3671.468626,61:11,34
8,Nashu Mhakaracca,2025-05-26T23:32:58.347651,2025-05-27T00:34:20.071225,17144.866536415633,20826.551302039108,154,188,3681.723574,61:21,34
19,Gaius,2025-05-26T23:37:32.261452,2025-05-27T00:36:04.481709,17418.783203078314,20931.017968704255,157,190,3512.220257,58:32,33
7,Hildibrand Manderville,2025-05-27T00:35:12.249652,2025-05-27T00:37:01.249333,20878.767968705015,20987.784635370095,193,193,108.999681,1:48,0
51,Feo Ul,2025-05-26T23:31:16.064381,2025-05-27T00:38:20.151103,17042.58320308379,21066.684635368947,147,182,4024.086722,67:04,35
53,Koana,2025-05-26T23:31:28.899801,2025-05-27T00:38:30.395919,17055.416536416935,21076.934635368798,147,182,4021.496118,67:01,35
43,Tataru,2025-05-26T23:31:46.396500,2025-05-27T00:38:31.433891,17072.91653641668,21077.967968702116,147,182,4005.037391,66:45,35
52,Bakool Ja Ja,2025-05-26T23:32:20.462904,2025-05-27T00:38:56.014345,17106.98320308285,21102.55130203509,147,182,3995.551441,66:35,35
44,Minfilia,2025-05-26T23:32:52.215678,2025-05-27T00:39:47.700468,17138.73320308239,21154.234635367673,148,183,4015.48479,66:55,35
42,Luna,2025-05-26T23:33:09.094521,2025-05-27T00:40:00.041983,17155.616536415477,21166.584635367493,147,182,4010.947462,66:50,35
49,Cirina Mol,2025-05-26T23:33:14.213462,2025-05-27T00:40:04.633369,17160.73320308207,21171.16796870076,147,182,4010.419907,66:50,35
59,Papalymo,2025-05-26T23:33:18.830386,2025-05-27T00:40:10.300456,17165.34986974867,21176.834635367344,148,183,4011.47007,66:51,35
41,Pele,2025-05-26T23:33:19.862466,2025-05-27T00:40:13.885090,17166.383203081987,21180.417968700625,147,182,4014.022624,66:54,35
58,Lyse,2025-05-26T23:33:07.562650,2025-05-27T00:40:14.415702,17154.083203082166,21180.95130203395,146,181,4026.853052,67:06,35
54,Meteion,2025-05-26T23:33:14.729761,2025-05-27T00:40:25.684197,17161.249869748728,21192.217968700454,146,181,4030.954436,67:10,35
57,Julyan Manderville,2025-05-26T23:34:30.429638,2025-05-27T00:40:50.332790,17236.949869747627,21216.867968700095,147,182,3979.903152,66:19,35
50,Yugiri,2025-05-26T23:36:31.774020,2025-05-27T00:40:54.964187,17358.283203079194,21221.50130203336,148,182,3863.190167,64:23,34
47,Branden,2025-05-26T23:39:32.313303,2025-05-27T00:45:56.043293,17538.833203076567,21522.567968695646,150,185,3983.72999,66:23,35
38,Estinein,2025-05-27T00:29:46.433763,2025-05-27T00:48:56.667719,20552.967968709756,21703.450390624883,189,199,1150.233956,19:10,10
27,Ryne,2025-05-27T00:29:06.515863,2025-05-27T00:53:20.476663,20513.05130204367,21967.01679687134,187,200,1453.9608,24:13,13
55,Hermes,2025-05-26T23:49:15.952801,2025-05-27T00:55:25.591270,18122.48463541179,22092.133463536185,156,191,3969.638469,66:09,35
30,Hien,2025-05-27T00:11:13.519006,2025-05-27T00:58:01.693341,19440.034635392618,22248.233463533914,174,200,2808.174335,46:48,26
36,Enkidu,2025-05-27T00:21:17.537953,2025-05-27T01:09:54.523546,20044.06796871716,22961.066796870015,181,208,2916.985593,48:36,27
28,Gaia,2025-05-27T00:21:36.953125,2025-05-27T01:10:06.821259,20063.484635383546,22973.366796869836,181,208,2909.868134,48:29,27
40,Thancred Waters,2025-05-27T00:21:45.669397,2025-05-27T01:10:16.021727,20072.201302050085,22982.516796869702,180,207,2910.35233,48:30,27
37,Yshtola Rhul,2025-05-27T00:21:48.752147,2025-05-27T01:10:17.576389,20075.284635383374,22984.133463536346,180,207,2908.824242,48:28,27
23,Ameliance,2025-05-27T00:21:49.268580,2025-05-27T01:10:26.270702,20075.801302050033,22992.816796869552,181,208,2917.002122,48:37,27
35,Greg,2025-05-27T00:23:26.884686,2025-05-27T01:11:56.612217,20173.41796871528,23083.133463534905,182,209,2909.727531,48:29,27
32,Lamitt,2025-05-27T00:21:19.071474,2025-05-27T01:13:18.973580,20045.601302050472,23165.51679686704,180,208,3119.902106,51:59,28
29,Gosetsu,2025-05-27T00:21:23.170870,2025-05-27T01:13:47.123166,20049.701302050413,23193.66679686663,181,209,3143.952296,52:23,28
21,Venat,2025-05-27T00:21:24.705067,2025-05-27T01:14:01.421316,20051.234635383724,23207.96679686642,181,209,3156.716249,52:36,28
26,Liokki,2025-05-27T00:21:18.557140,2025-05-27T01:14:06.037248,20045.084635383813,23212.58346353302,181,210,3167.480108,52:47,29
34,Sphene,2025-05-27T00:21:41.037615,2025-05-27T01:14:47.471592,20067.56796871682,23254.01679686575,181,209,3186.433977,53:06,28
22,Elidibus,2025-05-27T00:21:44.136534,2025-05-27T01:15:00.787637,20070.667968716774,23267.333463532224,181,209,3196.651103,53:16,28
25,Jadato,2025-05-27T00:26:50.201279,2025-05-27T01:15:21.322331,20376.734635378987,23287.86679686526,184,211,2911.121052,48:31,27
27,Ryne,2025-05-27T00:53:37.415648,2025-05-27T01:17:50.255265,21983.966796871093,23436.800130196425,201,214,1452.839617,24:12,13
31,Renda-Rae,2025-05-27T00:26:20.600965,2025-05-27T01:18:51.755233,20347.134635379418,23498.30013019553,183,212,3151.154268,52:31,29
17,Sadu Dotharl,2025-05-27T00:34:41.048778,2025-05-27T01:38:36.602851,20847.584635372135,24683.15013017829,193,228,3835.554073,63:55,35
6,Urianger Augurelt,2025-05-27T00:34:39.016798,2025-05-27T01:38:41.232657,20845.55130203883,24687.783463511554,193,229,3842.215859,64:02,36
11,Livingway,2025-05-27T00:34:58.957481,2025-05-27T01:38:52.500387,20865.484635371875,24699.050130178057,193,229,3833.542906,63:53,36
14,Erenville,2025-05-27T00:35:20.949713,2025-05-27T01:38:53.550302,20887.484635371555,24700.10013017804,192,228,3812.600589,63:32,36
18,Magnai Oronir,2025-05-27T00:35:18.396981,2025-05-27T01:38:54.082599,20884.934635371592,24700.633463511367,193,228,3815.685618,63:35,35
13,Krile Maya Baldesion,2025-05-27T00:35:17.373077,2025-05-27T01:39:08.450157,20883.901302038274,24715.000130177825,193,228,3831.07708,63:51,35
1,Celestia Astraethi,2025-05-27T00:35:08.689716,2025-05-27T01:39:08.983980,20875.234635371733,24715.53346351115,193,228,3840.294264,64:00,35
4,Alisaie  Leveilleur ,2025-05-27T00:35:16.346875,2025-05-27T01:39:14.088819,20882.88463537162,24720.633463511076,193,228,3837.741944,63:57,35
12,Puddingway,2025-05-27T00:35:13.780426,2025-05-27T01:39:27.948764,20880.317968704992,24734.50013017754,193,228,3854.168338,64:14,35
2,Iryq,2025-05-27T00:35:01.514902,2025-05-27T01:39:28.984046,20868.051302038504,24735.53346351086,193,228,3867.469144,64:27,35
16,Cylva,2025-05-27T00:35:06.114861,2025-05-27T01:39:32.581077,20872.667968705104,24739.133463510807,192,227,3866.466216,64:26,35
